date,pitcher_id,pitcher_handedness,velocity,player_height,arm_slot,back_hip_flexion_at_foot_plant,back_hip_flexion_at_mer,back_hip_flexion_at_ball_release,back_knee_flexion_at_foot_plant,back_knee_flexion_at_mer,back_knee_flexion_at_ball_release,back_leg_external_rotation_velo_max,center_of_mass_velo_max,glove_elbow_flexion_at_foot_plant,glove_elbow_flexion_at_mer,glove_elbow_flexion_at_ball_release,glove_shoulder_abduction_at_foot_plant,glove_shoulder_abduction_at_mer,glove_shoulder_abduction_at_ball_release,glove_shoulder_horizontal_abduction_at_foot_plant,glove_shoulder_horizontal_abduction_at_mer,glove_shoulder_horizontal_abduction_at_ball_release,glove_shoulder_external_rotation_at_foot_plant,glove_shoulder_external_rotation_at_mer,glove_shoulder_external_rotation_at_ball_release,hip_shoulder_separation_at_foot_plant,hip_shoulder_separation_at_ball_release,hip_shoulder_separation_max,lead_hip_flexion_at_foot_plant,lead_hip_flexion_at_mer,lead_hip_flexion_at_ball_release,lead_knee_extension_velo_max,lead_knee_flexion_at_foot_plant,lead_knee_flexion_at_mer,lead_knee_flexion_at_ball_release,lead_leg_internal_rotation_velo_max,pelvis_rotation_at_foot_plant,pelvis_rotation_at_mer,pelvis_rotation_at_ball_release,pelvis_rotation_velo_max,stride_angle,stride_length,throw_elbow_extension_velo_max,throw_elbow_flexion_at_foot_plant,throw_elbow_flexion_at_mer,throw_elbow_flexion_at_ball_release,throw_shoulder_abduction_at_foot_plant,throw_shoulder_abduction_at_mer,throw_shoulder_abduction_at_ball_release,throw_shoulder_horizontal_abduction_at_foot_plant,throw_shoulder_horizontal_abduction_at_mer,throw_shoulder_horizontal_abduction_at_ball_release,throw_shoulder_external_rotation_at_foot_plant,throw_shoulder_external_rotation_at_ball_release,throw_shoulder_external_rotation_max,throw_shoulder_internal_rotation_velo_max,torso_forward_bend_at_foot_plant,torso_forward_bend_at_mer,torso_forward_bend_at_ball_release,torso_rotation_at_foot_plant,torso_rotation_at_mer,torso_rotation_at_ball_release,torso_rotation_velo_max,torso_sidebend_at_foot_plant,torso_sidebend_at_mer,torso_sidebend_at_ball_release
4/23/25,128,r,93.00509715,6.18,7.651008542,-7.05961049,7.620331188,16.53163241,41.81405683,65.26571382,69.49885747,616.8792657,11.472,66.08410213,81.58929861,92.43043867,57.331,36.294,39.108,60.084,1.639,-11.986,-68.686,-18.207,-9.336,30.67153449,-15.27549593,32.18119907,70.1236293,98.31496249,101.5189459,80.62203343,45.23930227,53.01121358,52.29625138,-212.8399373,33.1824204,77.76592557,83.69263281,541.6325982,-1.201871703,6.004689965,1897.333354,101.2465372,79.39865332,41.28676036,85.91192818,94.87475457,92.34950325,27.993575,-9.230350445,-16.18310493,66.20920834,183.0923482,200.1643963,4983.333556,8.044555031,31.70110409,35.89585495,3.536149977,90.3437924,107.7536112,1024.01667,4.98809725,6.022024575,4.913645045
4/23/25,84,r,96.29488344,6.38,63.51289489,-28.28651452,-12.95182595,-0.769612848,31.71695884,37.85759167,40.85532162,274.9686743,9.033,112.8277685,123.5778417,129.0761248,68.127,59.838,55.998,-5.328,-40.675,-46.815,34.436,41.045,41.113,18.89151973,-10.11942604,19.0034388,38.08213716,87.57982348,93.6217674,353.4798745,61.05949639,57.76692364,50.53206538,-184.639481,20.70986451,65.9402625,74.99104309,462.8213052,-4.621797725,5.505694778,2208.415936,126.1526213,79.12240502,31.44633459,93.73430487,98.44220696,106.562732,42.28054915,-4.693920964,-4.913046084,38.14210408,165.1390495,194.9442854,5026.07425,-22.2217205,36.21829323,54.13907018,3.25020297,95.33911922,117.8057617,1433.112306,-8.161300694,53.66716875,46.65893243
4/23/25,128,r,92.86973779,6.13,11.01463423,-4.304421562,11.15884092,21.24430735,40.13307442,63.89137555,69.66721267,614.374725,12.018,61.39642963,85.82963175,95.05156328,59.702,37.742,41.905,53.014,4.693,-10.157,-65.39,-20.275,-9.681,30.95926039,-16.79347233,31.13151113,74.48046655,106.1592557,109.5288191,120.9330855,50.4093688,59.13282931,58.01797212,-193.5264422,28.68368872,76.68403744,81.89551957,535.3472831,-1.325188974,6.056273041,1838.497835,100.0150057,74.0427237,35.15443683,85.56998452,91.11657837,89.54972022,32.48244816,-8.123598973,-13.70492617,51.43691516,182.5140284,205.5240417,4144.482082,7.231398794,37.07585233,42.64812859,-1.387285495,94.13513239,113.4055182,1125.962837,5.684767798,13.13059271,11.50140829
4/23/25,249,l,91.78005042,6.06,21.84088269,-19.66385217,-21.53677375,-15.22758113,40.33072847,30.3900363,32.19840852,406.4807081,7.877,86.73960155,95.99094074,94.320545,58.374,24.486,24.887,69.054,9.675,-7.291,-23.385,-1.983,5.688,21.49010655,-11.97137533,22.52507717,43.93710385,72.46756834,76.32481315,360.144068,54.29517746,53.49867158,48.20198419,-311.3759996,36.09034475,80.88696458,86.52964295,451.7692303,-6.536551945,4.297659663,1961.861054,116.0683438,67.75241412,31.58086233,87.78552669,79.41666151,81.53374087,66.3379119,8.023519293,-0.981268058,81.36901412,178.6767025,195.6581072,3925.495074,-1.401461801,22.74081551,29.72575483,13.87085137,98.59968032,111.8671957,953.0787561,-6.185732595,25.0940846,24.07067435
4/23/25,213,r,90.88183685,5.69,13.53859712,-25.8554954,-18.65474396,-16.40280768,33.25835896,34.74473879,35.66144694,372.2271062,9.231,100.8920388,112.1243012,111.8545181,69.48,42.728,43.327,45.81,-23.15,-26.517,-40.738,-2.389,-1.061,44.52794225,-16.43524136,54.75360879,72.04466601,90.74336508,91.35819536,150.7481054,42.84255577,50.80944167,49.94330495,-96.48997786,46.5908532,77.41616331,78.50038597,388.2997059,-10.52615689,5.128913256,1822.664408,91.57464014,50.6470986,36.40568537,79.90094285,89.3190059,89.87478961,33.05267702,-19.35304108,-21.10984932,49.44577977,179.7377106,183.6000218,4125.17639,2.538690321,27.20342252,29.1241754,2.177518105,96.90273872,103.3313207,1014.333565,1.927244984,15.30772707,15.67775163
4/23/25,213,r,90.48876334,5.7,12.75201531,-27.20628365,-16.03522845,-13.98418477,31.93672475,35.98688979,37.10806291,460.4313237,8.693,99.72199947,110.1608888,110.543964,62.475,43.788,44.878,45.48,-27.17,-29.491,-41.014,3.705,3.21,35.35961071,-16.70109167,50.677391,73.62150436,91.49302456,91.94573488,169.2281364,47.15189551,52.4232824,51.66848616,-188.8222358,48.04339438,76.11379603,76.83529257,439.7316349,-12.09508708,5.042450474,1764.755775,94.87026817,48.72519297,38.24649864,76.40992154,86.34985769,86.67897189,29.69131249,-21.79753428,-23.54172686,63.48734098,182.8257011,185.1178311,3965.156397,4.010653833,29.05000327,30.67334022,12.88082517,97.6561959,102.3522513,1024.541969,2.508765482,18.18918931,18.65468849
4/23/25,84,r,96.65812556,6.39,53.19704466,-22.62231899,-14.70268716,-4.307916334,35.31142658,38.36790383,40.93105591,353.0648873,9.095,103.8490154,116.7124706,121.5976395,63.865,52.42,51.002,-13.494,-37.281,-39.275,40.19,40.523,35.629,20.20917183,-15.77612566,20.61459599,48.07913036,89.57618814,94.20540745,355.5323496,60.28725177,60.66770762,54.66718791,-178.1050447,24.13626194,70.10728101,77.33103474,527.3070421,-6.14985494,5.452508378,1966.355799,118.7693816,79.74768479,38.32679375,97.74172457,99.80937567,102.1135364,42.4219122,-2.849351556,-6.982283454,38.44576813,170.3320644,191.0807264,4670.13198,-12.60272361,31.9445637,45.47858342,4.270509736,96.55519114,115.9266312,1196.917021,-9.537111006,40.45421024,36.54976166
4/23/25,150,r,93.58995634,6.02,20.03562384,-10.15483986,-2.46808724,1.612928881,38.2996048,44.74915531,46.2929289,512.3572742,10.294,74.95572803,66.84294851,59.3456107,67.24,59.993,62.083,44.404,-53.462,-60.439,-17.379,30.037,28.991,36.49499004,-5.495652291,38.34653741,63.01114412,84.94550773,84.90330653,494.9966072,46.4126025,42.5967267,38.01844658,60.6034732,35.10705903,84.64129274,87.52755072,555.9078377,-7.541318647,5.380358067,2080.694496,104.8801236,70.68417428,46.43717457,84.64502745,94.1371003,93.08799226,36.58566573,-17.3971049,-22.70210768,55.92417266,180.2446688,186.2108182,3934.431174,1.371518782,32.540443,36.65699572,-0.75817354,98.13084813,107.0623451,1078.459633,4.891321084,18.7690977,18.12947736
4/23/25,84,r,97.19230787,6.17,55.69826423,-21.59038338,-13.5664673,-3.154313104,28.25283639,37.6771851,40.23361464,330.8464913,9.157,105.3600339,127.3877191,133.7697005,63.519,50.023,46.866,-7.733,-37.855,-42.205,15.766,35.533,34.729,20.41966811,-13.60998411,20.48339027,40.45564626,90.03781159,96.00584984,265.3768076,55.45881884,57.55091415,52.57620385,-157.5411707,18.25227611,69.00771083,77.96565879,462.1762258,-6.686095196,5.597239117,2104.771626,115.9374191,82.43392153,36.90126091,98.88076383,99.34705546,102.5595174,43.86045375,-4.293392717,-7.191896184,9.355180852,163.1668361,188.5375105,4031.38394,-13.78437632,33.64422048,48.65452058,-1.13349758,95.90290652,117.0820284,1311.103333,-13.63418787,43.52783835,38.68629917
4/23/25,249,l,92.57647374,6.03,23.87538814,-17.96697795,-20.34393689,-16.35451748,41.33552314,31.24433581,31.81786468,400.262087,7.807,82.67029305,87.09440523,85.82164275,62.674,26.815,27.132,69.258,-5.405,-15.317,-21.627,6.194,10.012,25.57410874,-14.31348402,30.64713352,42.7196467,74.88880718,77.21733917,440.5769749,51.20480525,50.42226788,46.72858933,-453.5136459,33.93944967,78.45844239,81.8009933,429.1462288,-4.892565578,4.390929377,1915.294025,116.8822834,55.27009251,32.57641868,89.17373126,81.6247568,83.8950963,62.74617397,7.954857144,2.133196358,74.73797455,195.0486638,203.2084831,5054.438417,-1.855995502,25.84560425,30.43756018,7.629341594,101.2169641,109.307803,905.7666941,-5.707452404,26.69832999,25.63547394
4/23/25,150,r,93.00464761,5.98,25.24972332,-10.72449768,-2.485094432,1.846794046,38.62390137,44.8189393,46.93323773,479.8923312,10.298,80.71019749,67.60219828,60.55805891,64.129,63.07,64.109,44.097,-52.291,-59.086,-7.269,29.69,29.789,30.49626124,-7.345377954,36.14058541,64.82531207,92.0444705,93.0592002,442.6770439,50.11605173,51.20283336,47.67247765,-106.9160515,34.34417322,79.48813219,82.88960044,553.3577424,-6.41103438,5.46035711,2095.873624,104.7564788,75.15851166,50.99020724,86.69251874,93.79041559,92.95086482,32.39631185,-16.64060507,-21.60060402,69.11809787,183.6569124,188.3434673,3737.992601,1.231952597,33.80287836,38.40608403,4.308534429,97.8586372,106.9191344,1147.710133,5.725840108,22.59705974,21.92347072
4/23/25,249,l,91.92649952,6.05,21.41535911,-18.57014845,-22.26910181,-16.53324956,40.59446217,28.93059664,30.09949909,413.4775774,7.767,86.5231129,92.81741794,90.60518788,65.203,24.892,25.254,64.044,2.4,-12.83,-22.275,5.029,11.259,25.52600156,-13.53743527,28.48545632,44.04887695,73.17246184,76.53264998,369.686488,52.44933542,52.70884696,47.58562899,-260.1809359,32.46100097,77.40520126,82.63081792,453.6109477,-7.790171197,4.323308202,2047.407049,117.4219454,70.07915978,34.25132514,84.38634216,80.50462636,82.94345945,61.30071053,7.701285155,-0.29592494,71.86650953,181.658428,198.4815574,4189.853503,-0.284967124,22.74228195,29.47850574,6.496427213,96.20408228,109.1104257,987.8878004,-5.979750857,24.0597367,23.17996781
4/23/25,213,r,92.9436579,5.69,17.63518837,-24.92541668,-18.80345586,-15.69172785,31.29222344,30.57994065,31.66391817,443.6411113,8.774,91.80127818,105.1276153,105.9997916,69.719,47.796,48.889,49.362,-25.726,-30.127,-45.856,5.803,6.056,41.32046405,-16.69724283,48.59277343,66.56152459,88.82501352,89.47047007,198.4819213,40.3311621,40.56549657,38.4169779,-195.5836861,42.07683063,78.96660757,80.71887407,463.2307525,-10.44439093,5.180534142,1450.85896,97.04430158,54.34495341,38.81883767,79.02205128,86.50706993,86.46139178,33.10821031,-15.74336221,-18.97830754,49.93585107,177.8054434,184.1283461,4094.387969,0.064294817,30.52334361,33.6410797,0.841536173,99.87895985,109.0966184,1109.734636,2.5382905,20.1098884,20.5795807
4/23/25,249,l,92.13172448,6.04,21.79432744,-16.55788551,-23.03605025,-17.54784646,42.00058403,29.07404885,29.99924872,481.1265784,7.834,83.85790072,93.29485037,91.08467331,60.266,27.039,27.394,64.223,3.172,-10.503,-22.568,1.206,6.975,22.49604425,-18.47311436,24.40248117,40.19322411,66.81108305,69.94104033,438.3614493,51.55838966,50.47234911,44.24924635,-239.2821127,30.84355119,76.35352774,81.12177195,478.2005434,-7.751525884,4.259922131,1943.140031,110.9142755,65.19923962,31.09358423,90.55219066,79.93636458,82.21737014,71.14902594,8.878292309,0.838085677,68.88341326,178.0567256,195.1395146,4235.617878,-0.435906565,21.49450213,27.94306146,7.57940564,99.18016153,112.1060713,970.1452356,-10.3697217,24.88847697,23.8389341
4/23/25,128,r,92.04944562,6.13,8.632576468,-2.651382074,7.925004851,16.65871853,41.28899645,66.15756605,71.02704813,596.6952828,11.502,65.12073948,84.83123605,95.80445054,59.73,33.96,35.7,55.272,-1.667,-13.163,-69.721,-23.605,-14.329,30.69048629,-18.4222762,32.20839298,67.27670797,99.96265907,102.7307653,111.1613736,46.37654664,53.71463969,52.32498166,-234.2703447,29.07131324,78.57324835,83.82914332,556.5270741,0.171492659,6.029862849,1845.400642,94.3392445,78.56550045,44.30118031,86.57339062,92.59865599,91.57113062,29.02604512,-8.521272109,-13.7269589,53.65283506,186.4253763,199.783285,4023.33639,6.34298605,31.31196729,35.28616791,-0.855702328,93.80713937,111.4039416,1130.786699,3.409736975,6.59171965,5.18115236
4/23/25,144,l,85.78495365,5.93,13.5578045,-15.82767728,-19.02260582,-17.32488677,45.28100411,28.76746047,28.04281338,250.4186127,9.047,87.07304689,97.99574596,99.64589988,58.404,49.996,50.88,32.748,-30.433,-31.878,-10.219,27.928,27.918,12.30880668,-30.1699656,23.35115669,67.05973439,91.09627935,93.2860475,99.65376049,52.15335398,62.89766699,63.04656402,-34.008752,35.00556337,61.27171212,63.00351995,365.5630883,-7.131328755,5.246997509,1461.02885,96.99286735,48.90953654,38.73960982,81.60744913,91.03481061,93.11324149,21.44119879,-18.79199532,-21.39632849,88.09927487,176.1679751,177.626759,3802.323015,6.058633397,22.42501526,24.47088436,22.68180966,95.32293873,99.34917927,874.9401869,-6.21103314,10.66598829,10.6216422
4/23/25,213,r,91.3471209,5.7,12.92999684,-23.97606766,-20.97583492,-17.96159332,36.64053083,32.82053421,33.86570572,363.8476415,9.502,100.8305903,112.4759307,112.2040888,64.815,40.222,41.268,44.847,-20.097,-24.418,-43.326,3.335,5.415,36.23426311,-14.98849998,48.23585937,70.95612819,91.2559774,92.09745605,143.7812713,44.38332651,53.40670478,52.40425535,-150.4584276,43.56660562,76.77966694,78.36968297,441.6092942,-9.529093846,5.187555997,1742.773123,89.47215823,49.87021131,30.93053971,78.77415911,88.18728985,88.504926,33.92628965,-18.18948653,-21.3307583,53.63154134,176.3905166,184.7290419,4357.30485,3.644650652,26.13564767,28.89357246,7.441165023,93.99926386,102.5038195,993.374052,1.080722136,16.77042901,17.60207762
4/23/25,128,r,93.62726098,6.21,11.57376553,-8.507898666,5.038160786,15.04208263,39.62476779,61.98740421,68.27705601,645.9351237,11.415,66.91129848,86.35475055,96.12242646,56.464,36.984,40.12,58.197,-1.695,-16.902,-68.793,-13.898,-4.755,29.68166408,-13.59561375,31.40346736,73.5446866,100.8067076,104.1115297,83.89391361,45.19055362,48.77973594,47.24810705,-238.7604019,35.15273307,79.09999006,84.99191512,595.3464872,0.432105893,6.192943105,1851.426896,102.0540187,79.08106543,40.91796723,84.64929473,92.85560898,93.09908653,25.94473476,-7.076620801,-14.62969552,71.45257268,182.1375015,201.1791516,4034.263676,7.57846378,34.2840676,40.09321393,6.24444397,91.37176675,109.1659508,1038.02454,5.708090025,10.18582545,8.319858438
4/23/25,150,r,91.92909545,6,22.86626692,-12.55445702,-2.17589162,1.930044916,38.637445,47.62659769,49.48314362,460.6402668,9.829,82.63232045,80.85995313,76.79912041,61.358,62.146,63.249,43.761,-47.485,-53.383,-6.49,28.859,26.564,29.93067127,-6.277114982,34.75505171,61.33597187,85.98714916,86.2564346,395.6305532,42.76689999,37.445664,32.93957544,-100.3933876,36.99399961,82.06077915,85.84014644,550.4662051,-7.834144961,5.405376507,2081.211174,103.1440557,73.71772583,47.7090914,85.7676683,94.56081577,93.73634912,29.14100461,-16.9878864,-22.20684822,70.5889874,178.6103816,184.721014,3943.176043,0.330806924,31.54389307,35.75223786,7.208516522,96.98937867,106.7437785,1087.301911,5.230849265,20.00559265,19.08854708
4/23/25,84,r,96.27966332,6.36,43.64725188,-27.78022556,-15.44406919,-5.230713232,33.55099121,37.4674221,39.47547198,294.1320512,9.018,117.7736785,123.3586702,127.5207244,49.961,47.724,44.454,-1.783,-32.928,-34.082,22.314,29.826,24.557,18.29157513,-13.0391819,25.78741244,60.58345044,89.01717177,94.01588701,219.1742403,57.57197916,52.09138323,46.72977864,-137.9263715,33.95334093,70.18331636,78.01383382,489.0380791,-7.818067486,5.51808694,1711.94862,116.0905514,89.09110453,48.43045835,97.90080614,101.3222544,99.78102846,42.44947169,-8.212366159,-15.12973159,73.97329248,169.2279283,187.3475352,3589.108114,-6.979532511,27.68347994,40.67521523,15.74301796,88.74166958,109.4961609,1064.106979,-5.212154574,31.97074541,29.50536609
4/23/25,128,r,93.56825845,6.13,8.926572609,-0.592023261,9.453899329,20.98375089,40.82004309,62.73419023,68.81778495,553.5414727,11.853,66.8716529,93.26148246,103.4006133,61.313,35.006,38.653,53.411,5.29,-12.473,-64.717,-14.053,-1.381,29.99309508,-19.89925296,31.15382129,69.66102203,103.3910017,106.696492,230.3620626,47.46799977,55.56525727,52.63830286,-220.8064114,28.33642594,73.79103092,78.95069944,535.7105604,0.657461449,5.984792149,1758.604068,101.9717268,79.15538206,38.96921816,86.77969366,92.38365926,90.54377749,30.58300751,-5.936908137,-15.1328986,48.96979291,181.1502785,202.5258461,4732.514847,7.47995291,34.51819435,40.2070376,-0.180422192,90.83975416,111.1696126,1080.725325,6.52387112,8.632938574,7.162498318
4/23/25,128,r,93.79421308,6.13,7.840754175,-5.180619849,8.389732764,19.9831445,40.99566195,63.10236867,67.55102139,603.3201875,11.679,66.7867833,87.75440746,97.66037226,58.521,35.671,38.057,58.088,8.836,-8.794,-70.772,-25.985,-14.811,28.32298515,-15.23516304,30.79456408,66.5357078,98.98689395,102.6134558,177.6787792,43.80310479,49.28483164,46.50353691,-269.2095583,29.59480322,77.6663592,83.60715458,590.2513868,-0.460545951,6.051075757,1820.546376,99.83114404,79.42163058,39.96225716,89.25172486,92.91445363,90.2316976,27.23726022,-8.131950875,-15.95563015,62.70501291,182.2660711,201.3480042,4898.01709,7.265329084,33.29105486,38.52492586,2.407504221,91.16041607,110.4826217,1040.499286,5.002428112,7.981606257,6.600844636
4/23/25,150,r,91.68598275,6.01,22.45066348,-9.707004788,-5.543177698,-1.290271168,39.954841,41.09940513,42.86806678,449.0839516,10.069,77.60371742,69.7605558,62.52387725,67.047,65.241,67.559,43.749,-52.981,-59.59,-8.786,27.756,26.798,33.1378111,-9.690470852,35.50083211,65.26534214,91.80889252,92.68188515,507.5165483,50.59881464,52.34011612,48.34098919,-154.9910282,34.08639327,80.03495705,83.69548678,516.3181955,-5.895232906,5.362700012,1993.060226,105.4807973,71.21399961,45.98782083,86.56440335,93.63245188,92.32190995,34.50336702,-14.8842771,-20.25484548,59.14588839,182.3225119,188.9660214,4023.594345,1.330770377,32.77120126,37.41789498,1.018747349,98.73800204,108.5578937,1149.894483,3.230118456,20.53981204,19.94525627
4/23/25,218,r,97.59192922,5.83,21.02061049,-16.00104798,-3.735770852,2.769987995,47.52587665,46.98134986,48.89660571,387.3907397,10.827,96.82901758,95.07516049,93.04551049,64.64,51.337,52.213,29.242,-30.572,-37.422,-23.686,28.325,30.093,34.20891555,-10.15006243,59.49102578,66.4565903,87.79657932,88.33359096,447.3116895,48.33709995,41.73851809,35.31654709,-788.5193694,40.47045648,75.39069414,79.88400673,493.1495149,-4.15746339,5.332599348,2056.391625,119.2123249,68.89837134,38.65306182,84.55787635,90.70333545,93.30863782,19.28060748,-9.783662203,-13.89633988,80.15651419,178.5390809,190.9451386,3992.243914,-1.394707791,30.93920421,36.57465265,6.428674847,93.00882798,106.0230655,1221.16478,5.555152942,18.67779924,17.25631415
4/23/25,32,l,87.67303678,6.12,8.301082794,-29.34715203,5.134929016,7.309941414,33.47658016,71.38772468,72.87984435,141.033641,9.082,50.7769227,83.32892201,83.70772201,68.871,42.598,42.031,48.148,-32.117,-33.641,-27.236,30.824,30.84,37.39838416,-20.08710896,48.73259507,54.65825962,86.41433894,87.04065668,259.2194048,55.5932616,54.92807309,54.05672934,-114.6067446,45.27292979,76.22607687,77.04367415,370.1801167,1.143312743,4.962000442,1580.240499,67.45854304,49.02733496,42.90666207,99.0791089,91.87880039,92.26852449,45.61123155,-9.312997989,-10.76897052,41.36426731,186.0015255,186.5186856,2111.479945,9.462299921,24.68789339,25.3483098,7.296111472,100.0166075,102.6492059,872.3070388,-9.20635015,4.868264959,4.810663365
4/23/25,84,r,96.08407549,6.4,52.27217945,-28.66846344,-13.57733405,-3.389583161,33.85796296,39.0732404,41.70334025,319.086844,9.745,115.9527076,125.4906902,131.4068062,59.591,53.071,49.203,-10.936,-38.583,-41.168,34.66,38.219,36.766,23.92659016,-15.72279151,27.09212225,55.37181389,93.35074246,98.66114984,267.592856,57.37425188,61.01099469,56.84816274,-121.6900083,29.95125391,68.31396053,76.19924217,555.1431669,-9.996096419,5.648706345,1960.839955,116.1531694,83.66350349,40.95789566,96.47783707,99.96640077,102.9938611,45.59187592,-7.031120229,-11.17372779,45.37927474,166.6604339,189.7214122,4221.681237,-11.74587098,31.77539185,45.67798308,6.468200716,93.72514562,113.3571213,1103.415167,-8.620177466,41.50083484,36.731169
4/23/25,128,r,90.87605064,6.17,7.441077734,-5.048829187,4.749643066,15.36136346,40.1402781,61.55144725,67.23685573,536.3681026,11.249,65.50208463,78.84937423,93.04761725,57.856,35.414,37.285,55.092,3.715,-8.425,-69.836,-39.887,-25.117,29.26802205,-17.59786689,30.32792587,70.44534887,99.5365223,103.7490315,86.76484722,46.46696243,55.41916919,55.09868748,-162.6143683,31.36335866,76.5196764,83.2355234,552.2668069,-0.294034801,6.017800877,1639.958368,101.052943,84.99425104,47.36746313,83.74293735,92.95562851,89.46316812,29.35085261,-12.0431538,-19.83572589,58.75697046,174.4317409,193.5907342,4209.271482,6.978357936,29.74460327,34.80755101,2.960591465,86.77743089,109.394387,1040.623659,4.45520903,6.105442703,4.845706385
4/23/25,144,l,85.12247806,5.96,11.95264278,-11.91901936,-19.77277061,-17.55142873,45.98970367,29.35833279,28.64188921,292.4469176,9.042,88.23512568,102.5053974,102.5030341,65.976,42.872,44.393,23.181,-21.902,-24.94,-10.672,22.604,24.267,13.19259696,-28.02452193,20.86959819,65.84380492,89.43463555,91.9467503,86.14506376,52.56501017,62.39337295,62.27170044,-17.9004687,31.70395861,60.62528057,62.63949471,377.5029943,-5.962548088,5.114387045,1475.86321,99.6865689,53.17922784,39.95688689,83.26426962,90.79831775,93.09551927,28.29462735,-19.20996991,-23.11767288,82.50966218,174.5185441,177.7390437,3616.798191,6.589607805,21.62634314,24.17140838,18.12821714,91.96047902,96.83629366,843.8556216,-9.483104295,9.343925345,9.45252148
4/23/25,218,r,98.25122128,5.82,25.17226909,-14.62298259,-2.236280294,4.043733214,48.81044499,51.0180319,53.27792687,443.3670954,10.902,83.66174817,99.65538193,99.69654619,64.09,49.808,51.704,32.568,-29.563,-36.064,-23.046,27.714,29.689,40.20863322,-8.523106284,67.58721324,59.42895526,83.89681507,84.16147126,393.011114,44.04510886,37.42387759,31.98481629,-922.2243195,37.94907439,79.72449147,83.39690676,509.8559078,-2.412264442,5.318655366,1938.347174,118.7323398,67.0951766,40.4128042,88.36095087,90.40781334,92.87524751,24.10463001,-5.587576782,-10.56237459,61.43127165,180.80268,192.6805732,3470.673362,-3.96510856,31.64354275,37.26425802,-2.554132438,96.99423593,108.6258326,1232.819736,2.214247783,21.16712947,20.17034137
4/23/25,150,r,90.42221979,6.03,21.25166471,-10.87407084,-4.262940035,-0.306987087,37.77989994,42.87312851,44.57677921,453.3080407,9.915,76.918514,74.05083295,68.84373558,63.558,61.825,62.951,42.742,-48.266,-53.908,-4.063,29.068,27.538,31.03946342,-6.825669438,36.56735721,63.90847935,86.92667554,87.48449877,494.0769226,47.55520195,44.51212944,40.80448394,-4.111955557,35.44807391,80.90069689,84.11348703,541.1842596,-7.658658369,5.390323545,2048.739262,102.9454077,68.81586351,44.83633012,86.16998323,93.66518238,92.93624328,32.63215469,-15.71064917,-21.0894094,67.99699812,180.2133969,186.1366823,3971.098841,1.447955973,32.39382958,36.46838122,4.936742414,96.36387926,105.3146384,1064.249881,6.49091816,19.57662097,18.94716644
4/23/25,128,r,92.94491355,5.99,6.811008171,-5.363003937,8.241040533,17.65167952,40.36059621,63.05439054,67.48764921,616.9059203,11.905,67.35344904,91.81497541,99.31632239,57.652,33.763,37.047,53.83,0.858,-14.162,-69.722,-24.034,-11.134,26.60376885,-18.06625366,28.96076928,67.44956251,99.78340227,102.7893749,89.73965516,44.5833955,48.67671693,47.09523132,-297.7975662,31.13875911,77.1765844,81.51010205,546.6718402,1.326011999,6.096780079,1958.602089,96.48396437,74.08410654,38.31474365,88.25839087,93.88669427,94.83019045,29.31493153,-11.30543541,-15.55051292,62.34001777,184.5845236,202.7592484,4227.335782,8.017024706,33.62885765,37.32511381,5.499716741,94.31874582,109.481775,1002.579464,3.541795789,6.057204582,4.232855181
4/23/25,128,r,91.89350079,6.19,6.332114741,-2.49974174,4.689391605,15.50686767,38.82564181,62.00354267,69.22011353,543.9464967,11.712,69.55743961,88.45774946,100.4879388,59.123,30.56,35.9,59.448,0.145,-16.632,-73.901,-10.209,-8.185,29.61632185,-19.31607001,32.14792192,69.8429719,99.64101377,103.806177,98.07837598,44.74180056,52.84046285,51.15355658,-203.8480942,29.14614942,72.56014075,80.23993425,516.9323645,0.250281223,6.064869759,1460.260833,96.22556799,80.92478221,45.51432682,84.86968579,92.85566225,87.42697454,23.62398923,-10.17695289,-17.0420517,61.92989962,159.2743386,196.536895,3642.102406,8.643947332,32.36073892,37.2760927,0.521496328,86.55150448,108.8570691,1055.772783,4.603724474,5.681290895,4.158322791
4/23/25,128,r,91.69325634,6.18,10.65500914,-2.637895531,5.367956415,13.74507371,41.13391499,63.30379182,67.23099159,544.7001273,11.211,65.66497048,83.09760812,94.56511535,55.081,34.796,37.527,56.2,-2.4,-10.862,-69.272,-29.314,-21.118,24.61933194,-23.65634646,26.74885138,65.54779486,94.91293851,98.03765664,185.559286,48.84152004,56.30986813,55.23857061,-199.2911557,26.66025355,72.4157425,78.520216,539.0271036,0.249630116,5.805307258,1894.664322,99.98378335,83.80717666,49.68501968,85.40930762,89.6537453,89.31594817,24.98612385,-7.982317647,-15.04939355,62.70681399,181.3442474,192.324743,3767.109531,8.10150224,30.20277809,33.11846146,3.288334638,94.36465047,111.6686161,1124.379925,4.163267692,7.391442189,6.511901426
