date,pitcher_id,pitcher_handedness,player_height,arm_slot,back_hip_flexion_at_foot_plant,back_hip_flexion_at_mer,back_hip_flexion_at_ball_release,back_knee_flexion_at_foot_plant,back_knee_flexion_at_mer,back_knee_flexion_at_ball_release,back_leg_external_rotation_velo_max,center_of_mass_velo_max,glove_elbow_flexion_at_foot_plant,glove_elbow_flexion_at_mer,glove_elbow_flexion_at_ball_release,glove_shoulder_abduction_at_foot_plant,glove_shoulder_abduction_at_mer,glove_shoulder_abduction_at_ball_release,glove_shoulder_horizontal_abduction_at_foot_plant,glove_shoulder_horizontal_abduction_at_mer,glove_shoulder_horizontal_abduction_at_ball_release,glove_shoulder_external_rotation_at_foot_plant,glove_shoulder_external_rotation_at_mer,glove_shoulder_external_rotation_at_ball_release,hip_shoulder_separation_at_foot_plant,hip_shoulder_separation_at_ball_release,hip_shoulder_separation_max,lead_hip_flexion_at_foot_plant,lead_hip_flexion_at_mer,lead_hip_flexion_at_ball_release,lead_knee_extension_velo_max,lead_knee_flexion_at_foot_plant,lead_knee_flexion_at_mer,lead_knee_flexion_at_ball_release,lead_leg_internal_rotation_velo_max,pelvis_rotation_at_foot_plant,pelvis_rotation_at_mer,pelvis_rotation_at_ball_release,pelvis_rotation_velo_max,stride_angle,stride_length,throw_elbow_extension_velo_max,throw_elbow_flexion_at_foot_plant,throw_elbow_flexion_at_mer,throw_elbow_flexion_at_ball_release,throw_shoulder_abduction_at_foot_plant,throw_shoulder_abduction_at_mer,throw_shoulder_abduction_at_ball_release,throw_shoulder_horizontal_abduction_at_foot_plant,throw_shoulder_horizontal_abduction_at_mer,throw_shoulder_horizontal_abduction_at_ball_release,throw_shoulder_external_rotation_at_foot_plant,throw_shoulder_external_rotation_at_ball_release,throw_shoulder_external_rotation_max,throw_shoulder_internal_rotation_velo_max,torso_forward_bend_at_foot_plant,torso_forward_bend_at_mer,torso_forward_bend_at_ball_release,torso_rotation_at_foot_plant,torso_rotation_at_mer,torso_rotation_at_ball_release,torso_rotation_velo_max,torso_sidebend_at_foot_plant,torso_sidebend_at_mer,torso_sidebend_at_ball_release
5/26/25,158,r,6.2,-22.45406166,-10.95344348,-2.627161385,11.90398157,39.9728733,42.96555666,45.27662362,419.3694844,10.59,79.17538336,89.12784296,103.2920709,59.07,49.166,44.055,23.979,-44.17,-59.721,-19.722,27.534,52.692,36.11796926,-5.481547405,45.15273775,60.65865238,90.79811048,90.49900011,529.7560309,38.95402696,41.21768399,24.64774016,-34.07893175,37.98513576,80.26633201,86.33439811,562.5691975,1.539194704,5.69788309,2036.228568,95.08128711,62.09984109,41.71208908,91.78644445,105.6031982,75.95494103,44.01852255,-19.49638731,-42.30686092,67.22745398,80.26786395,193.8782848,4045.681514,-0.93464203,35.83596533,50.30731655,2.674749984,94.33974967,109.3014434,1067.956415,1.170769587,22.62326315,18.08220423
7/8/25,152,r,6.17,58.47458385,-6.222133565,-9.402466086,1.088451957,31.48320047,45.16670923,49.91750822,593.1286457,10.907,53.31274074,79.06939667,82.04971247,69.211,29.394,40.375,50.609,-50.254,-72.8,-56.776,-3.117,8.272,23.55230163,-21.08079467,24.3353238,49.55825913,82.7261803,82.9704533,482.6620282,46.05843617,56.0218241,45.41730287,-128.6629197,25.32766233,66.37008936,70.85017438,521.7170122,0.610459815,5.693051947,2334.366715,89.16792436,82.28529918,50.65329221,88.32692689,104.958346,116.1251361,55.84398065,36.39062027,9.999531708,25.74317505,130.4220124,174.6067717,3451.990684,2.41128259,29.02412478,37.69666273,-0.029429202,91.12056953,106.610369,905.7714113,1.517987856,13.58383956,13.55474214
5/27/25,108,r,5.94,68.90713297,-18.73701,-18.63653072,-4.997779247,43.64178071,42.3774874,42.25836829,257.5649008,9.7,72.51126028,75.46814285,84.91178894,48.992,40.007,46.693,32.059,-22.082,-40.199,-9.131,36.627,51.214,14.50046541,-17.53995238,23.70148299,68.29901985,79.42674578,87.49916199,348.4595778,48.27713162,45.63904233,38.85700868,-34.95091275,38.59702364,61.70239278,75.72618003,634.8984272,-10.08321312,5.583037897,924.2890199,79.54390402,90.36550962,78.53266204,83.59670181,98.39553719,110.9208969,31.83710245,19.37149368,-0.081303104,120.7486996,117.801799,161.2303733,2108.360238,-0.80111029,15.26417916,33.38579918,24.17347681,73.21596254,102.0541335,1047.080246,-2.138988485,15.0948121,17.46265962
7/1/25,197,l,5.72,26.12222621,-25.79565849,5.483269847,8.841096475,43.15308224,64.58189222,66.35174013,237.1344882,11.249,72.40916173,67.92447512,67.38180304,60.304,39.687,41.083,40.202,-26.754,-31.963,-24.372,45.574,48.02,28.39067716,-8.560806878,37.31959449,86.5943834,98.52480116,98.8411117,403.2681742,66.49707106,57.36618005,56.30201254,148.9752425,56.04486503,80.1099086,81.70677431,636.9966026,-3.94329056,5.191884499,2063.312082,125.5111113,55.20963144,41.69450655,93.89071066,91.89917612,93.01005407,48.98928716,-14.4213799,-16.72512551,105.3384715,193.4368005,194.4840101,2663.691099,2.508987782,36.97407215,40.02278937,27.81161863,99.33735486,105.5730814,994.0787814,10.11168732,25.99329308,24.869814
5/26/25,158,r,6.21,29.34233944,-11.19962344,-2.209565068,1.092817322,40.03835191,41.66426606,41.89868663,435.3507776,10.622,83.40777434,89.62530119,91.8187306,55.414,52.098,52.192,24.641,-50.951,-54.326,-22.711,28.469,32.873,32.62332446,-1.933272202,45.0823695,65.5111662,91.84467427,92.65224363,471.199821,37.7636019,37.14089197,34.35425489,-88.34551417,40.08243413,81.14829439,83.0080184,551.3628799,1.131916282,5.719556823,1941.228148,99.03855447,56.65865213,39.56280763,89.21474347,107.9567317,111.9366693,38.23268646,-20.52628984,-25.92433869,73.45167034,185.9695741,191.6160629,3770.373974,0.007233436,37.40573425,40.9022017,7.216631197,94.86733391,98.54500925,965.6330298,3.352450298,23.11591678,22.47533004
7/24/25,157,l,5.65,10.11229916,-20.03480628,-17.22536975,-12.23001218,35.75032243,47.49052701,49.48580384,350.3906052,9.428,92.33207711,86.51023307,88.1856295,60.969,32.457,33.907,46.351,-12.284,-21.473,-18.641,-6.034,-4.143,25.43059847,-21.18961486,39.24782036,68.30366201,76.28757972,77.18196447,222.9510592,44.60861534,47.93574721,45.79104495,-2.098165575,37.14084486,73.98842078,77.50833424,430.409287,-16.39347065,5.049015345,2194.299518,96.00497542,72.62075449,44.74411583,83.04437912,78.49519752,80.06121722,43.94756502,-11.44238959,-11.35562757,74.10394959,165.5121765,175.4204975,4082.817458,9.051925861,17.26872634,20.07605721,12.11280225,92.14625416,103.8145128,1002.570096,-5.412882102,11.92522264,13.07907342
5/26/25,267,r,5.72,6.910863014,-18.73911422,-4.897410941,2.881331048,41.29314561,49.53066408,53.96379132,388.6804078,9.141,87.93892356,100.7005817,98.9074338,77.944,48.47,49.178,0.126,-19.106,-32.912,-16.735,4.769,8.678,35.78969211,-9.417829699,36.60733581,54.10496085,72.1753348,73.13442684,433.6778823,39.80206693,31.31030219,22.79333865,-219.6940076,44.62162745,81.11335961,87.1193766,448.8239448,-5.780811214,4.869706107,2324.289345,65.58323343,65.42789949,39.92592119,96.43956321,77.8648312,76.96968163,57.63403674,-1.609523096,-11.36882366,36.11928383,143.8502017,167.4091741,2373.729651,4.422575862,24.7002461,29.32039321,9.31956607,87.87280727,104.9624303,986.9725919,-1.708414897,8.161274644,7.371482293
5/27/25,270,r,5.84,24.54545412,-8.398114203,-15.53102371,-10.49303228,43.63658961,33.62841797,30.27520516,445.145283,9.874,63.66578829,87.87533101,86.78149192,76.658,39.009,41.667,-17.882,-15.181,-36.014,-101.842,5.397,23.216,41.48519783,-18.8664211,42.08780247,60.18703964,74.57130441,76.96321634,346.740485,36.36312881,38.37784314,32.40335247,8.553875987,33.3450531,65.95249362,70.03248705,673.7121107,-10.6050146,5.27353369,1602.010047,107.9855754,103.502426,65.69185601,79.57678585,78.50019848,87.46607959,48.60567934,-0.343871922,-18.81098589,10.23472984,140.9339724,164.2609547,1806.118788,9.093475041,24.10869969,31.90132763,-8.535113247,79.6066707,96.93484955,901.7039185,-2.096149323,7.883431121,9.088775493
7/24/25,157,l,5.65,17.0411404,-27.55044023,-14.41734711,-11.13676262,34.09267518,54.28192899,56.37834229,490.1709231,9.468,89.10680221,87.49786177,87.51332469,57.723,33.451,32.829,43.734,-27.338,-34.339,-23.825,21.637,26.755,24.8947157,-12.21209565,37.30420906,66.27769853,76.42043858,77.09934087,100.3152553,42.33906313,41.99679146,41.2102725,-13.61921101,43.27456201,82.95371491,85.36161774,488.9698503,-14.12847285,5.198358284,2187.877487,100.0849322,62.72253643,45.3549562,87.88729461,83.78318058,85.36480472,37.27596564,-12.05307878,-12.52190592,85.81507923,175.4301645,178.9363234,4225.088356,4.578543311,18.37673255,20.46040172,18.19696648,96.97631794,103.7646178,998.6061089,-6.58512621,15.68779423,16.05618259
5/29/25,262,r,6.09,41.48478945,-17.25594832,7.170283807,17.06862217,45.3516189,42.88459234,47.14858783,474.2559744,10.443,97.8700815,87.74973401,85.33248248,78.359,49.61,48.521,26.316,-37.482,-41.171,-43.984,-21.818,-22.457,45.60038553,1.035380347,45.91441128,70.06700306,88.97523206,88.13119194,640.9542171,44.49897057,12.6919569,5.615441265,-30.48243079,39.7028462,83.29279241,85.69820469,692.130427,-6.863292913,5.652734527,2089.163642,117.6300305,77.85990946,45.57053754,95.81113533,95.25274205,99.74431606,51.11141039,5.28581781,-3.892097161,23.99116668,187.8813298,200.0928183,4143.947915,-0.939433306,46.20383394,54.83974816,-6.069882918,100.1922807,110.4583361,1052.66895,2.341097328,26.55950597,25.79715055
5/29/25,262,r,5.9,40.47143388,-12.15369048,12.29759063,21.89668301,48.99718517,51.0753712,55.17675593,601.4696088,10.114,90.5596885,94.10700543,90.37315427,77.61,41.28,39.419,-21.669,-48.131,-52.352,-30.637,-6.025,-9.669,10.0608771,-0.723579418,10.29018994,76.91676143,100.848041,99.61901349,546.6248242,55.13407776,33.38813431,25.41033867,-29.8449387,35.50142342,84.62153096,86.98605603,572.2947805,-7.658701938,5.616528731,2364.557221,126.2259726,56.93555605,25.81280531,90.76425823,110.3880452,109.0420915,83.46845889,15.46817666,7.364043351,24.71769269,192.1183763,217.4040453,6718.146847,4.701365273,46.19284809,52.48022781,25.67704587,99.31872884,105.8327669,689.5015472,-2.092225678,17.2984315,17.62714039
7/18/25,187,r,6.13,39.564205,24.51325139,0.95792747,11.05425233,34.79119711,54.27926022,59.31465432,768.5757337,10.772,84.32871105,97.19462068,100.2107822,90.865,36.148,32.888,3.391,-32.877,-42.299,-18.569,11.152,22.63,47.01969088,-3.489542275,51.50948759,51.47778645,71.98469581,70.14760051,548.2664223,43.16295468,15.73689038,5.358752442,-245.5677914,11.26454664,77.81805338,81.78822333,619.3325683,-3.869982353,5.633488219,1609.630146,92.5467598,90.58821401,60.0099067,97.22104091,107.1498439,112.9166234,30.61836558,-4.618063691,-19.33487221,14.33912522,183.1919923,194.74867,2702.322842,9.27104318,31.24280869,37.59944391,-35.66665713,88.89699367,102.5361544,956.9627459,-2.554784293,20.50560762,18.00496517
6/17/25,111,l,5.88,11.98041867,-17.24646392,5.406575813,10.27736825,37.46917436,43.76629938,44.29594443,313.1872769,8.878,69.50288162,84.98386338,89.0416414,56.628,46.469,44.508,-3.058,-26.814,-33,10.43,29.921,36.227,18.58854231,-6.913900053,49.4711247,71.20957561,75.88037699,74.90300515,592.8948196,39.74743464,8.270645622,4.713160466,-84.71013938,59.29725274,82.38412982,84.63834662,478.6877916,-7.025599376,4.979239153,2057.614246,85.427996,55.77124982,29.08900113,87.16667128,90.62128392,94.02606281,56.17652273,-9.525825262,-18.66532606,113.8180441,187.5481903,203.1742526,4140.995447,8.983745852,38.89635245,44.83728103,41.43960593,94.30180773,104.960755,1013.041618,8.591189667,18.10098228,15.86661587
5/29/25,262,r,6.08,42.5634245,-12.49765602,8.819146822,17.92184375,47.62550358,46.76222946,51.55716385,391.6501244,10.719,101.1184509,88.03394343,87.40623729,76.511,46.561,44.377,29.007,-38.318,-41.256,-51.194,-16.28,-14.956,40.66330974,4.627392983,41.95902333,67.362142,87.31462769,86.70506679,649.7173177,42.44644824,8.022484248,3.982156305,-309.505227,36.99439273,86.72281543,89.98548836,683.1813799,-5.735318512,5.642597769,1983.856067,122.5040981,74.32252277,44.59190623,93.72134885,95.97809561,99.1927668,54.91916808,5.690080921,-3.553445191,27.69943765,189.6192129,200.097339,3853.726361,-0.371317909,44.64657692,53.14302575,-3.660832506,100.5345574,110.7337817,986.6857237,1.607173555,27.44090595,26.56735582
7/21/25,111,l,5.81,10.59613326,-9.779108703,8.847507548,11.72702996,35.92662128,55.67653182,56.28681927,432.3013229,9.178,46.87275007,85.47509725,87.60800797,69.769,44.314,44.543,27.469,-26.053,-29.212,-2.458,42.025,42.662,52.19985502,-4.514971786,54.59256347,56.21716236,77.45756472,77.85393376,241.3980074,31.81591653,19.07606449,17.38719259,-162.630618,35.48738932,83.94920687,85.37367849,539.5982028,-11.88052262,5.061187394,1768.264727,60.50764919,45.72758288,33.0245425,100.5569057,88.90149649,89.89664167,49.27309422,-13.2383938,-18.06957088,76.13133231,205.9910691,210.4013925,5627.584742,3.235206397,35.87694079,39.12815333,-16.70555484,95.51028114,101.5945764,991.3028966,-0.717853262,19.4703684,18.64317343
5/29/25,131,r,5.92,40.57973131,-7.840686409,1.383353833,8.586390695,35.59401242,62.22160893,66.87375958,219.4012193,10.173,74.59574826,86.79001878,85.94003601,87.525,47.692,50.319,30.704,-35.083,-38.675,-46.963,2.417,4.345,31.8637922,-14.38946351,35.80877563,69.91500422,97.81234761,98.51644401,417.3697693,63.87637021,62.29801889,58.04638262,-195.3311316,25.80393971,65.65754233,68.72119032,356.2922324,1.223336418,5.087192947,1653.391539,96.59603777,45.86363121,24.84968179,90.70463097,111.3067826,115.1793093,49.89586706,-13.33819751,-14.97398696,11.12919407,181.6396846,196.0807394,5204.169612,3.946334706,32.12697572,39.34208388,-6.314888811,87.78286681,100.8343775,1065.384684,-2.746510598,26.88247318,25.06245047
6/27/25,16,r,6.39,32.55103426,-15.93031852,-3.449310051,0.666764702,46.57790044,51.83815239,52.02578365,305.4012593,9.227,111.4842112,113.3981576,109.0148619,43.507,31.737,32.05,24.391,-41.891,-45.548,-4.504,20.656,16.563,18.58733081,-16.46535113,24.81094098,51.78394299,82.4893508,84.3210412,291.2588696,43.89792649,41.88044994,38.91499153,-364.4185947,30.90152342,71.48630166,75.89556007,432.9860642,-6.254139552,5.518450339,1928.407693,102.4170772,71.58007683,46.56361124,79.66026721,103.477159,103.720726,43.17888291,-14.39462749,-20.07745035,55.32214237,173.1073167,181.5762421,4201.042864,-2.994779544,27.03222188,31.75368442,11.96538208,93.32446921,103.412075,992.6395759,-4.633590979,19.50924953,18.56712372
5/15/25,118,r,5.71,23.74120383,3.611510156,2.93789424,6.858915281,39.00511441,63.61069518,68.26392894,822.7643477,9.007,67.90608639,76.43131264,76.16276797,56.393,43.172,43.544,37.815,-34.148,-41.844,-31.144,6.947,12.193,32.67353213,-13.93731911,38.27588874,63.07098276,83.39732708,83.38475782,365.2596915,44.94871803,40.95078734,38.11787515,-270.5193513,28.10262114,76.43876195,78.73431846,778.9489951,-7.895895182,4.712651951,1958.808244,87.2382924,53.70920417,32.40664351,91.50091099,102.4638126,103.7957649,44.41618118,-22.29168147,-25.03833688,36.76529776,186.6710214,194.7464672,5151.365049,1.832324148,35.88542993,40.92266267,-3.836359997,96.44361536,105.9372365,1079.075589,11.34197251,23.24583294,21.95336934
5/6/24,126,l,6.01,30.281,-29.739,-25.06,-18.448,34.719,43.913,48.777,532.508,10.43599987,90.985,98.445,98.619,53.88399887,52.72200012,53.19300079,35.98300171,-15.96800041,-31.32799911,-34.57799911,-12.375,-6.179999828,45.729,-4.809,50.164,54.414,78.683,82.923,123.449,56.119,58.215,57.004,-209.637,42.596,75.816,83.219,633.465,4.649,5.523,2057.072,112.641,88.761,47.277,67.613,81.193,84.646,16.721,-20.953,-26.72,75.888,151.74,169.875,3226.544,-9.894,7.714,19.609,-3.335,72.514,96.265,1239.047,-5.634,27.082,32.151
6/2/25,235,l,6.21,24.96298215,-16.14154551,7.189167268,20.87970718,40.85876824,66.89774941,78.75776979,237.481776,10.087,90.58211649,98.63205749,97.08570415,56.681,52.19,53.575,34.088,-34.358,-52.025,-23.015,9.426,9.494,32.0165665,-1.301978077,55.89727801,82.64793388,102.1639494,104.8390952,287.2532633,48.44603377,45.9598388,40.81365124,58.64554965,50.01548895,79.92016896,85.24010647,665.4975445,-3.009313102,5.704505206,1859.829637,110.180544,76.52372803,34.15846045,81.45365201,101.4392122,110.0698426,31.62207656,-16.11715932,-25.71044171,84.72547192,172.8928193,199.8899036,3725.817929,6.160442474,34.92865274,44.87546832,17.77686309,83.93614287,100.0794104,841.2691589,6.143674881,22.14721448,20.35149423
7/1/25,187,r,6.11,36.18887034,-6.272505919,8.90380109,21.66740129,32.15292138,61.44158395,66.12207955,436.8082797,10.398,82.7941352,107.5871079,112.0478391,90.936,34.748,29.362,-16.606,-30.597,-40.711,-34.933,3.656,17.461,48.2151665,5.433797411,50.82267318,65.54144663,86.87683507,85.89618488,506.7218952,43.62231783,31.5377619,19.04935253,-397.2355584,29.42874399,81.88171223,88.95841265,540.285707,-1.338955428,5.487554305,2116.543841,110.2913468,88.32686852,38.36090235,94.97184385,106.1903277,112.9838339,44.21790553,-8.641884186,-18.40271524,16.72295801,167.7839769,191.0973649,3585.261372,7.140686962,33.73434691,41.83417234,-18.66245438,88.04313228,103.4407239,1022.099734,-1.169888674,23.67736917,21.29366757
5/6/24,126,l,6.09,28.458,-20.235,-25.398,-19.13,34.706,43.99,47.79,457.98,10.625,87.57,101.672,103.628,57.01699829,50.45100021,51.63499832,37.86999893,-14.35999966,-30.69400024,-38.17100143,-9.395999908,-4.024000168,50.441,-8.876,54.282,54.53,78.785,82.391,174.013,62.256,66.258,63.776,-152.64,34.397,72.677,80.028,532.857,5.016,5.315,2047.649,115.003,85.011,40.42,64.227,78.941,83.187,15.053,-22.969,-28.022,60.19,147.53,167.243,3175.427,-5.277,6.801,19.629,-16.238,70.947,96.972,1219.078,-7.277,27.905,33.222
6/2/25,235,l,6.14,24.94266662,-14.5036444,9.322588468,17.81399663,37.34438322,66.9007519,73.80358325,195.7480991,9.869,88.22554889,93.44726114,94.6495352,60.113,51.735,52.361,42.294,-41.001,-48.742,-23.821,11.886,11.281,38.68151986,0.015757711,54.63093726,76.28328108,97.97439372,99.34552933,349.3930056,47.06241681,42.299088,37.57097068,-32.35959373,43.82807489,82.7734641,86.84450705,392.1596887,-3.119574186,5.473744103,2039.163349,112.6673457,72.13516163,42.5162987,81.86731782,100.5232429,105.4639033,35.04064811,-18.17784721,-24.66107378,58.1828925,185.8845398,196.1651932,4640.465907,6.624911423,37.60213269,43.15197784,4.750157802,91.38011516,101.0029027,866.7794528,1.83989436,20.53191317,19.77126386
5/27/25,108,r,5.93,41.99203085,-20.29162024,-10.51744378,-4.728756826,45.93666284,47.38787928,47.31764427,291.8841931,9.592,84.00593429,84.45634336,88.23411772,53.638,40.759,43.656,40.1,-32.781,-34.91,-14.466,41.508,41.571,19.19533488,-19.16398568,28.206904,68.14324778,86.82719431,89.32284357,314.9301956,53.48202987,47.93636037,45.20859079,8.329765105,35.03082796,70.18113855,74.609262,597.506571,-11.0139242,5.537871734,1601.788016,80.32501089,51.88830826,29.98835386,81.87596748,109.5535958,111.7678088,25.32382682,-0.297699618,-7.874620385,114.5266273,173.6639367,183.2688314,4033.812658,-3.248764536,25.98595786,32.15515154,16.40220342,93.65012867,102.673931,1103.487094,-3.379743087,19.45032355,19.48121398
5/6/24,126,l,6.04,28.64,-35.224,-21.235,-15.962,34.093,44.884,47.314,442.244,10.68000031,92.434,100.177,100.845,52.58800125,53.72499847,54.58300018,27.59600067,-22.53899956,-32.10400009,-35.25999832,-7.31400013,-5.513999939,45.229,-2.34,55.584,58.87,81.669,84.352,110.913,48.43,48.445,48.205,-244.727,50.609,82.629,87.105,577.959,4.283,5.764,2034.281,111.779,73.247,43.704,70.46,80.792,81.901,1.633,-24.906,-28.798,100.362,162.237,172.34,3645.857,-10.048,13.513,21.385,4.862,83.823,98.938,1203.284,-2.055,31.563,34.215
6/2/25,118,r,5.67,29.73797705,-1.171800613,10.14812617,11.94443313,38.1008263,66.98132723,69.04350706,377.6975627,9.203,59.96370974,73.14047955,73.53016419,64.608,47.776,48.455,41.415,-50.048,-53.249,-36.454,16.435,17.9,51.94335054,-19.05058813,56.3816853,66.18674382,78.04961061,77.88605871,318.5915768,39.76574042,31.05665117,29.55691874,-149.2016382,33.31878474,74.84746224,76.25652888,578.4246629,-9.458568093,4.876386509,1786.179119,92.80465697,50.37746627,39.73808311,88.69460325,98.99205176,100.2286413,43.64762118,-8.340584485,-11.52224327,17.23368728,198.3118951,200.1042751,4835.748532,1.60502595,40.14872713,42.23164626,-17.89727434,104.334492,109.0348614,1178.447575,11.25058252,21.54403842,21.04966353
7/1/25,187,r,6.15,37.8497339,-11.41687918,14.79716472,20.51688716,33.44092175,64.92704646,67.39899452,347.5581961,10.352,81.5665372,109.9114407,112.0899253,94.005,29.592,26.945,-23.519,-37.042,-43.311,-39.25,17.128,25.452,42.66766166,3.957094809,43.97268059,66.41014623,86.97109454,86.10073306,505.5612849,43.17843012,23.71815953,18.17304805,-51.51350329,33.15151526,86.43335805,88.49349912,594.8073598,-1.316158569,5.556610934,2009.760623,110.9977502,63.07128834,41.98383106,96.33647138,116.13835,119.6656993,53.53887758,-13.1004216,-19.12507022,18.81211363,195.0289123,198.6595467,4761.136162,6.775159521,38.3870064,41.61006791,-9.471815656,96.89736561,103.0180321,924.587167,1.274666166,20.27059147,18.54374841
7/24/25,157,l,5.49,15.37282992,-32.61126202,-20.66261607,-15.35172136,33.60406951,35.17913227,35.60742761,322.551979,9.703,87.35805823,79.44106343,80.50681184,50.632,33.212,33.286,41.376,-23.81,-36.079,-15.102,33.374,39.052,22.895671,-12.39280277,31.57847852,66.49424034,77.97063733,79.49683616,536.8342356,46.77397394,48.07980925,45.26752639,-131.0291792,51.0920543,83.35178094,87.30904356,441.9915206,-13.05353969,5.142358034,2277.859603,107.7380347,76.80446665,47.86188319,79.31915793,80.87082838,82.90063779,38.46932481,-10.98068265,-11.55605294,98.58090989,165.7419599,174.4380171,3805.175931,4.702010277,17.91386924,21.73814774,27.90402473,94.0727064,105.3667091,1036.844165,-6.47448565,12.9225699,13.79802779
6/17/25,111,l,5.89,7.26747826,-13.22307499,10.84694739,14.20346059,33.10059634,44.54412107,44.91288273,324.7183407,9.219,75.22647563,84.09955705,86.14257254,70.405,43.225,42.158,30.151,-27.299,-33.543,-6.339,30.313,38.356,37.31870359,-8.65187316,55.94576424,69.28774083,79.87647684,79.12783661,547.2009461,45.20476582,17.67345107,11.98854046,-1761.112727,46.542861,81.91673527,83.51865287,487.7483998,-6.144040853,4.859499448,1990.237728,69.38802012,55.38091677,36.29536407,90.9037482,90.41522647,93.96408709,63.88357765,-19.56724805,-26.6244555,86.34986126,190.7223481,196.686608,4965.133691,5.742126224,42.34105707,46.33888682,9.29077213,97.61205441,104.1670994,959.6903744,5.654025846,15.08236562,14.42811617
5/29/25,262,r,6.08,40.64631938,-16.93854662,5.979401657,14.48167687,48.53044992,39.36929984,42.71759459,392.3396794,10.34,100.329325,89.05258858,87.26068875,75.913,44.103,43.271,27.447,-33.653,-41.202,-46.873,-17.596,-15.907,44.40035104,1.433582444,48.57860338,69.50752304,88.720788,88.23900362,683.1791404,45.5031507,13.77399114,5.39128843,-214.3583886,43.2256749,85.31324877,87.78486377,594.570829,-5.686584372,5.574684631,2105.705342,121.6224391,70.33034299,39.47715532,94.80536017,96.84205848,100.2268319,54.41628248,6.206477984,0.622212572,30.94534485,193.7907161,207.8047909,4694.584459,-0.187022696,44.02053523,52.35570302,-1.150280176,100.0317977,110.6741541,1070.789923,1.245371793,25.95234751,23.62373745
5/29/25,262,r,6.06,44.77009265,-15.33601144,10.67562196,15.92629963,47.39704621,45.21320297,47.73549541,357.9626789,10.339,104.0061878,92.83916931,92.1763662,74.937,42.988,43.067,33.342,-40.174,-41.294,-56.84,-6.158,-6.722,45.51586078,4.770898917,46.80259712,69.2260863,86.95602561,86.96176211,602.9278748,44.49439073,4.965362361,3.481867659,-292.8398199,39.98220679,88.87968225,90.49315469,601.269018,-7.121682597,5.639359821,2138.5401,122.5662094,60.80003153,41.91244325,92.59293097,100.7919227,101.9121539,49.41080332,8.530922147,2.95291449,28.12882714,200.9319098,205.8035777,5138.089014,-1.058125161,48.68463606,53.08281817,-5.455759926,106.09866,111.3767353,993.9714973,1.970265738,25.63539549,25.89005987
7/12/25,64,r,5.93,-0.420851023,-13.69563336,-5.235490856,-4.924967172,48.60829173,55.07292331,55.29861209,305.6143854,9.487,122.7788591,85.43631357,85.06672631,77.182,37.308,37.413,5.913,-40.655,-41.307,22.078,42.917,43.506,47.02118743,-8.815359681,49.09618814,61.53680861,73.09857373,73.09603456,381.7576336,37.6105973,20.04767325,19.67858968,-120.5911009,44.14868016,76.0316089,76.21659627,612.7621703,-3.804393387,5.056302577,923.7556836,69.01877729,59.20833641,58.39804389,92.84933365,86.551735,86.40984035,55.05699788,-7.531317142,-8.098151161,29.24188679,246.6175214,243.2607422,-2894.247966,0.41712973,30.64857193,30.9838811,-2.939410144,94.51358201,95.13022767,1153.273155,-3.070524489,18.1151429,18.14007851
7/21/25,118,r,5.67,22.39302866,4.131847153,4.09643196,8.087382419,37.45636335,63.33596355,67.57936903,470.1147893,8.859,62.31478163,85.81398939,85.37559289,62.02,36.951,39.898,23.097,-25.306,-38.421,-34.507,8.817,14.534,43.08781142,-11.7081375,44.16220838,66.31609135,83.08822591,84.08504113,366.3140635,47.61868617,46.42270011,44.21633229,-73.88941741,30.66627131,74.66888991,79.0792121,657.3775885,-7.544760584,4.72046752,1831.372211,100.711378,64.45485382,39.97113021,97.14644517,99.5825062,100.2029204,50.26637659,-26.6696937,-27.95012692,12.79263712,175.8543406,183.2188,4148.527268,8.072922797,33.00548669,38.92309202,-11.47516123,90.29179288,105.0543359,1100.796457,9.148140232,21.46499116,20.02377792
7/15/25,154,r,5.87,44.85889042,-25.9567918,-6.884729079,-3.860688261,42.02264191,36.99907637,36.95114376,250.4199514,9.721,86.40806298,87.85385726,93.6369135,73.185,35.804,35.119,18.848,-48.218,-46.345,-17.844,25.438,24.247,51.93818792,-14.29750758,52.16731155,62.03634562,81.13383414,81.68330715,500.9233151,48.16902065,46.41085629,42.19745266,-133.7348214,49.78404563,86.34546906,88.91815859,789.3319205,-8.070730233,4.885330903,1740.72903,130.6223829,55.74204585,36.68721606,84.28330084,115.2705734,117.103893,49.29216592,-0.210439215,-4.637830369,32.7554846,178.2105031,186.9858217,3720.610986,-5.787306435,34.76422882,39.21560363,-1.745330516,106.540046,114.052487,1179.93789,-3.189181908,19.75565953,20.74149645
5/15/25,118,r,5.72,25.90767201,1.814935431,3.4896314,6.257417958,39.67711446,62.61551728,65.51141428,741.9727831,8.392,67.06680945,75.32891642,75.25676805,57.345,45.844,46.258,37.554,-34.7,-40.172,-29.79,9.777,13.5,32.75811094,-13.72094296,38.39481987,62.72841668,79.62452137,79.92608954,316.7086689,42.66549217,36.9363564,34.81023094,-217.1282872,30.58178777,76.37715342,78.70877148,731.6564685,-8.443066628,4.681852362,1932.462379,81.64828196,53.28530476,38.00397443,91.23064069,98.56866458,99.7763507,40.7017264,-19.62631914,-22.31001693,40.83970193,190.758508,195.2602953,5285.136143,0.990316638,35.81769145,39.64082096,-1.4920297,99.53877863,106.7641369,1078.615186,11.8053618,24.63926286,23.61534835
